,sequence,drug,unobstructed,h_bond_bridging,orthogonal_planes
963,CC1=NC=C([N+](=O)[O-])N1CCOC(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
964,COC1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
965,NC1=CC=CC(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
966,CCCOC(=O)C12CCC(C(=O)OCCC)(NC1=O)C(=O)N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
967,CCOC(=O)C12CCC(C(=O)OCC)(NC1=O)C(=O)N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
968,CC1CCC(=O)CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
969,C1=CC2=CN=CC3=CC=C4C=NC=C1C4=C23,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
970,NC1=NNC(C2=CC=CC=C2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
971,NC1=NC(C2=CC=CC=C2)=NN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
972,N#CC1=C(C#N)C(O)=C(Cl)C(Cl)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
973,CC1=NN(C(=C2C=CC(=C(N3N=C(C)C=C3C)N3N=C(C)C=C3C)N2)N2N=C(C)C=C2C)C(C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
974,CCCC(=O)NC1=CC=CC(NC(=O)CCC)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
975,CCC1(C)CC(=O)NC(=O)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
976,CC=C(C)C1CC2C(C)(CC(O)C3C(C)(C)CCC(O)C32C)O1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
977,CCC(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
978,CCC1C2=CC(=C(O)C(O)=C2O)C(CC)C2=CC(=C(O)C(O)=C2O)C(CC)C2=CC(=C(O)C(O)=C2O)C(CC)C2=CC1=C(O)C(O)=C2O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
979,[O-]C1=CC=C2C=CC=CC2=C1N=[NH+]C1=CC=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
980,COC1=CC(C=CC2=NNC(C)=C2C)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
981,COC1=CC(C=CC2=C(C)C(C)=NN2)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
982,COC1=CC=CC(C=[NH+]C2=NC=CC=C2O)=C1[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
983,NC1=[NH+]C=CC=C1[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
984,CC1CCCO1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
985,CC1=CC=CC(C2=NN3CCCC3=C2C2=CC=NC3=CC=C(C(N)=O)C=C23)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
986,OCC1CCC(CO)CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
987,CC1=CC=C(C2(C)CC(C)(C)C3=CC=C(C)C=C3O2)C(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
988,CC1=CC=C2OC(C)(C3=CC(C)=CC=C3O)CC(C)(C)C2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
989,CN1CCN(C)CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
990,C1=NC=CC(CN2C=CN=C2C2=NC=CN2CC2=CC=NC=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
991,C1=CC=C(CN2C=CN=C2C2=NC=CN2CC2=CC=CC=N2)N=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
992,O=C(O)CCCCCC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
993,C1=CC=C(CN2C=CN=C2C2=NC=CN2CC2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
994,CC(C)(C)C1=PC(C2=CC=CC=C2)=NN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
995,CC(C)(C)C1=NNC(C2=CC=CC=C2)=P1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
996,C1=CC=C(C2=PC=NN2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
997,C1=CC=C(C2=NNC=P2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
998,O=C([O-])C[N+]1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
999,O=C1NC(=O)N(C2CCCO2)C=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1000,O=C(O)C1=CC=C(C23CC4CC(C5=CC=C(C(=O)O)C=C5)(C2)CC(C2=CC=C(C(=O)O)C=C2)(C4)C3)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1001,CC1=C(N(C)C)C(=O)N(C2=CC=C(Br)C=C2)N1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1002,O=C1NC(=O)C(C2=CC=CC=C2)(C2=CC=CC=C2)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1003,IC(I)I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1004,CC1=CC=C2N=C(N)SC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1005,OC1CCC(C(O)(C(F)(F)F)C(F)(F)F)CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1006,OC1=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1007,CC1=C(SC2=C(C)N(O)C(=S)S2)SC(=S)N1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1008,[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1009,O=C(O)C1=C2C=CC=C1COCCOCCOCCOCCOCCOCCOCCOCCOC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1010,CC(C)N(C(=O)C(=O)N(C(C)C)C(C)C)C(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1011,CC1=CC=C(O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1012,COC1=CC(C23CC4CC(C2)CC(C2=CC(OC)=C(O)C(OC)=C2)(C4)C3)=CC(OC)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1013,C1OCC2(CO1)COCOC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1014,NS(=O)(=O)C(F)(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1015,C1=CN=CC(CN2C=CN=C2C2=NC=CN2CC2=CC=CN=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1016,ClC1=CC=CC=C1C(C1=CC=CC=C1)(C1=CC=CC=C1)N1C=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1017,C1CCCCCCCCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1018,C1CCC2CCCCC2C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1019,CC(C)(C1=CC=C(OCC(=O)O)C=C1)C1=CC=C(OCC(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1020,CC1=NN2C(=O)C(CCO)=C(C)NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1021,CC(NC1=NNC(C)=C1)=C1CCOC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1022,O=C(O)C1=CC=C(O)C(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1023,NC1=CC=C(Br)C=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1024,COC1=C2C=C(C)C=C1C1=CC(C)=CC(=C1OC)C1=CC(C)=CC(=C1OC)COCCOCCOC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1025,COC1=C2C=C(C)C=C1C1=CC(C3=CC=CC=C3)=CC(=N1)C1=CC(C)=CC(=C1OC)COCCOCCOC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1026,C1CCCCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1027,O=C1CCCCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1028,O=CNCCNC=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
1029,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N)N=CN=C21)OCOC(=O)OC(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1030,COC(OC)C1=CN=C2C(=O)NC(NC(=O)C(C)(C)C)=NC2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1031,O=[N+]([O-])C1=CC(O)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1032,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1033,O=C1NC(=O)C(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1034,CCN1C(Br)=NC2=C1N=CNC2=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1035,NC1=CC(C(=O)O)=CC(C(=O)O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1036,CC(C)(C)C1=CC=CC=C1N1C(=O)C2=CC=C3C(=O)N(C4=CC=CC=C4C(C)(C)C)C(=O)C4=C3C2=C(C=C4)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1037,NC1=CC=C(Cl)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1038,CN(C)CCOC1(C2=CC=CC=C2)CC2CCC1(C)C2(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1039,CC1=CC(C)=C(C#N)C(C)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1040,N#CCCCCCCC#N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1041,CC1=NNC(C)=C1C1=C(C)NN=C1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1042,O=C(O)C#CC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1043,CC1=C(O)C(=O)C=CN1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1044,O=C(O)C1=CC=CC=C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1045,NC(=O)C=CC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1046,CCN1C(Br)=NC2=C(N)N=C(N)N=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1047,CCN1C=C(C)C(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1048,CN1C=CC(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1049,CCOC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OCC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1050,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1051,CC1=CC(C(Br)Br)=NC2=NC(NC(=O)C3=CC=CC=C3)=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1052,O=C1CC2C=CCC12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1053,O=C(O)CNC1=CC=CC=C1C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1054,O=C(C1=CC=CC=C1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1055,CCOC(=O)C1=NON=C1N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1056,NNC(=O)C1=NON=C1NCCCl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1057,O=C(C=CC(=O)N(CC1=CC=CC=N1)CC1=CC=CC=N1)NCC(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1058,CN1C=CNC1=S,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1059,CCCOC1=CC=C(N=NC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1060,CCCCCCOC1=CC=C(N=NC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1061,OC1=CC(O)=CC(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1062,CC1=CC=CC(C)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1063,OC1=CC(Cl)=CC(Cl)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1064,OCC(O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1065,C1=NC=CC(OP2(OC3=CC=NC=C3)=NP(OC3=CC=NC=C3)(OC3=CC=NC=C3)=NP(OC3=CC=NC=C3)(OC3=CC=NC=C3)=N2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1066,NCC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1067,CC(C)N(C(C)C)P1(=O)C(Br)C(C2=CC=CC=C2)=C(C2=CC=CC=C2)C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1068,C(=CC1=CC=CC=N1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1069,CC1=CN=CC(C)=C1C1=CC=CC2=CC3=CC=CC(C4=C(C)C=NC=C4C)=C3C=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1070,FC1=C(I)C(F)=C(F)C(N=NC2=C(F)C(F)=C(I)C(F)=C2F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1071,O=C1CC(=O)NC(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
1072,FC1=C(F)C(C2=C(F)C(F)=C(I)C(F)=C2F)=C(F)C(F)=C1I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1073,FC1=C(F)C(F)=C(C=NN=CC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1074,C(=NN=CC1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1075,CCN1C=NC2=C1N=C(N)NC2=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1076,CN1C=C(F)C(N)=NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1077,C1=CC=C(C2=NC3=CC=CC=C3N2C2=CC=C3C4=CC=CC=C4C4(C5=CC=CC=C5C5=CC=CC=C54)C3=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1078,CC(=O)CCC(C)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1079,CC(C)OP(=S)(NC(=S)NC1=CC=CC(N=CC2=CC=CC=C2O)=N1)OC(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1080,O=CC1=CC=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1081,O=C(O)CC(O)(CC(=O)O)C(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1082,[O-][N+]1=C2C=C(Br)C(Br)=CC2=NO1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1083,O=C1OC(=O)C2=C1C=C(Br)C(Br)=C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1084,C(=CC1=CC=C(C=CC2=CC=NC=C2)C=C1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1085,OC1=CC=C(CC2=CC=CC=C2)C(O)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1086,CC(=NN=C(C)C1=CC=NC=C1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1087,O=C1CCCCCCCCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1088,O=C1C(O)=C(C2=CC=C(O)C=C2)OC2=CC(O)=CC(O)=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1089,O=C1C=C(C2=CC=C(O)C(O)=C2)OC2=CC(O)=CC(O)=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1090,O=C1C=C(C2=CC=CC=C2)OC2=CC(O)=CC(O)=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1091,O=C1C(C2=CC=C(O)C=C2)=COC2=CC(O)=CC(O)=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1092,OC1=CC=C(C(C2=CC=C(O)C=C2)C2=CC=C(O)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1093,NC1=CC=CC=C1NC1=CC(C2=CC=CC=C2)=NN=C1C(F)(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1094,CC(=O)NNC(C)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1095,O=C(O)C1CC(C(=O)O)CC(C(=O)O)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1096,C1=NC=CC(CCC2=CC=C(CCC3=CC=NC=C3)C=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1097,COC12C(=O)C(CO)=CC3=CC=CC(=C31)OC1=CC=C3C=CC=CC3=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1098,COC12C(=O)C=CC3=CC=CC(=C31)OC1=C(CO)C=C3C=CC=CC3=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1099,O=C(O)CCCCCCCCCC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1100,O=C(O)CCC(=O)CCC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1101,C(#CC1=CC=C(C#CC2=CC=NC=C2)C=C1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1102,O=C(NC1=CC=C([N+](=O)[O-])C=C1Cl)C1=CC(Cl)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1103,NC1=NC=CS1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1104,OCC1=CC#CC#CC=C(CO)C#CC#CC(CO)=CC#CC#CC=C(CO)C#CC#C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1105,C(C=CC1=CC=CN=C1)=CC1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1106,CC1=C2C=CC=CC2=NC2=CC=C3C=CC=CC3=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1107,O=C(O)C(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1108,C1=CC=C2C(=C1)C=CC1=C2C=CC2=C3C=CC=CC3=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1109,O=C1N=C2NC(=CC3=CC=C(Cl)C=C3)C(=O)N2C1(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1110,O=C1C(=CC2=CC=C(Cl)C=C2)N=C2NC(=O)C(C3=CC=CC=C3)(C3=CC=CC=C3)N12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1111,BrC1=NOC(C2CCCN2)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1112,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(C(F)(F)F)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1113,O=S(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1114,NC(=S)C1CCCCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1115,NS(=O)(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1116,O=C(O)C1=CC(I)=CC(I)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1117,O=C(O)C1=CC(Cl)=CC(Cl)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1118,OC1=CC(Br)=CC(Br)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1119,O=C([O-])C1=CN(C2CC2)C2=C(C=C(F)C(N3CC[NH2+]CC3)=C2)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1120,OCC(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1121,NC1=C(F)C(F)=C(N)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1122,NC1=C(F)C(N)=C(F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1123,NC1=CN=C(Br)C=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1124,O=C(O)C1=C(F)C(F)=C(Br)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1125,NC1=NC=C(Br)N=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1126,O=[N+]([O-])C1=C(Cl)C2=[N+]([O-])ON=C2C([N+](=O)[O-])=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
1127,CC(=O)NC1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1128,O=C(O)C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1129,O=C1C(=C2C(=O)C3=CC=CC=C3C2C2=CC=C(F)C=C2)C(C2=CC=C(F)C=C2)C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1130,CC1(O)C2CCC3CC1CC(C2)C3(C)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1131,CC(=O)OC1=CC2(OC(C)=O)CCC1C1C(=O)C=CC(=O)C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1132,O=C1OC(C(O)CO)C(O)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1133,O=C([O-])C1=[NH+]C=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1134,C1CCC(N2CCCC2)C(N2CCCC2)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1135,OC1=CC=CC(Cl)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
1136,C1=CC=C2C(C3=NC4=C(N3)C3=CC=CC=C3C3=CC=CC=C34)=C3C=CC=CC3=CC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1137,CCOC(=O)C(O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1138,NC(=O)C1=C(F)C(F)=C(F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1139,O=C(O)C1=C(F)C(F)=C(F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1140,NC(=O)C1=CC=CC=C1N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1141,OC1=CC=C2C=C(Br)C=CC2=C1C1=C(O)C=CC2=CC(Br)=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1142,O=C(O)C1=CC(S(=O)(=O)O)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1143,CN1C=C(F)C(=O)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
1144,CCN1C2=CC=CC=C2C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1145,CC1(C)C2=CC=CC=C2C(C)(C)N1[O],CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1146,CCC1=C(CC)SC(=C2SC(CC)=C(CC)S2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1147,OC1=CC=C(C2(C3=CC=C(O)C=C3)C3=CC=CC=C3C3=CC=CC=C32)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1148,O=C(C=CC1=CC=C(O)C(O)=C1)OCCC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1149,COC(=O)NNC(=O)OC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1150,C1=CC([C-]2N=NN=N2)=C[NH+]=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
1151,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)CC3=CC=C(O)C=C3)C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1152,CC=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
1153,OC1=CC(O)=C(Br)C=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1154,OC1=CC(O)=C(I)C=C1I,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
1155,CC(=NNC(=O)COC1=CC=CC=C1)C1=CC=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1156,CC(=NN=C(C)C1=CC=CC=C1O)C1=CC=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1157,C1=CC=C(CN2C(C3=CC=CC=C3)=NC3=CC=CC=C32)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
1158,OC1=CC=C(C2(C3=CC=C(O)C=C3)CCCCC2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
1159,CC12CCC3C(CCC4C(C)(C(=O)O)CCCC34C)(CC1=O)C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
1160,O=C([O-])C1=C[NH+]=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
